,hate_speech,clean_tweet
23711,0,change the pussy into a fire hydrant 
19646,0,RT maycie Whitecholo ya by being your bitch
17788,0,RT TiredOfTyranny Jihadi Work Accident Seven Taliban Fighters Including Top Commander Killed When Roadside Bombs Detonate Prematurely h
9705,0,Having a bitch ai not goofy Having bitch dat ai not loyal is
14556,0,RT CHlLDHOODRUINER iphone  is trash watch me glo up httptcoXYwPaslCoB
10863,0,I saw so many basic bitches just picking up my school schedule I kinda wanted to throw up tbh
1824,0,kissmefaith This bitch comes right in amp gets tooo comfortable httptcouDuciwS I never saw this yo my gut all out I hate u
23385,0,You nigga eating these hoes pussy but they ai not worth it
10531,0,I have never actually seen a yellow duck
11123,0,I would bitch about the weather being bipolar but I am just gonna appreciate how nice it is instead
6321,0,justinbieber nice wigger stache
15366,0,RT GorgeousCamry  hoes be in everybody clothes and got the nerve to take a picture man that shit crazy 
16225,0,RT LilTy Who do bitches take me for 
5204,0,Yankees go away already Frizzle
6099,0,holmes only if its yellow cake amp chocolate frosting
20152,0,RT thecoreyholcomb People who r mentally stable know when to beat their kids amp when to talk to them Clubs hoes amp stop by dads should n
9336,0,Fucking thirsty bitches
13993,0,RT CaptainDrew Supp wigga
4997,0,Threehoez rip plate brownies large tea fries beans potato salad poboy
6472,0,kiefferjason restricton g means your license been revoked stop making excuses you a straight up bitch
10562,0,I hope you wrapping it up Give that pussy a break All them niggas you fuckin never been on a date 
5739,0,chucktodd meetthepress he was walking amp  little birds pitch by his doorstep Singing sweet songs of melodies pure amp true Saying 
10475,1,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class
10220,0,I do not know what hoe activities consist of bc I do not partake in them Shit it is so many I damn near can not tweet without being a hoe
17190,2,RT SamJames willwilliam haydenhill aknadnrye khalilreed I do not care tho cracker
12844,0,Miami is run defense is Alex Smith trash
8738,0,Dirty pop on the counter bitch dirty in it
14260,1,RT BBflockaJames Point proven ima catch you bitch RT AjSwagggg BBflockaJames ok bud
20841,1,Sick of hearing AP kids bitch about their oh so poor  GPA No one cares
2863,0,ClicquotSuave I would dead upper cut that bitch
20046,3,RT sorryimalex I got called a faggot for buying girl toms so now I am gonna fuck that person in the ass
20947,0,So far today every time I try to load an article from the Blaze on Twitter the site crashes WTF is Selibus doing now the cunt
24262,2,nigga u a cunt where yo fendi clutch
6456,0,kiefferjason idgaf what your name is scary ass give me a real address hoe
139,1,HeartlessFuck Glad I am getting outta Atlanta Nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
23715,0,chill bitch httptcobaxiffkDw
19800,0,RT omfgarsal kim kardashian is making  million from in app purchases from her game and you all call her dumb bitch she is a damn gen
6026,0,gillisseth BRYCE where you at bitch
18078,0,RT WitchoThirstyAz I love being loyal to one person fuck having hoes 
7154,0,thejournalist At least  Late tho Cuz adrenaline and emotion gonna carry them bitches until halftime
13670,3,Only fags say swag shits mad retarded
12305,0,Lakers are a purple and yellow garbage can
12870,0,Molly and Ellie need the teas so CafeShaw bound I go Everyone else is off to Amsterdam I could not get time off so hey ho 
2482,1,ArtbyLecardin AmyAmy Deeiiggee until the world sees  faggot jungle bunnies are fucking and one got pregnant
23500,1,Your girl pussy like a walk in clinic the cure for every sick nigga
11286,0,I am gonna be ghetto and color over the stain with a sharpie ctfu
23334,0,You hoes steady coming for me 
7,0,selfiequeenbri cause I am tired of you big bitches coming for us skinny girls
24248,1,need to get the sheriff Rick in here to show these pussy ass police officers who is boss
14891,0,RT DaFuckinUnicorn swag swag swag bitch moooob
17495,0,"RT SweetiePaii RT if you listen to these bands 

AX
PTV
SWS
ATL
BVB
ADTR
BMTH
YMAS
FOB
AA
Blink 
TDG
SS
FIR
MCR

Follow me amp everyon"
8554,0,Crystal got all the hoes
12065,1,Jihadis are running a claim that the King of Saudi Arabia died two days ago Must be the bombs falling on em that r making em hallucinate
16362,0,RT MalesThoughts No bitch ass chick flick will ever be as sad as this movie httptcooskSMf
24729,2,ya bitch aint bad nigga you aint got no taste
6365,0,kayliefarmer Its funny and it has that blond bitch on it
4380,1,PacThaMac imma shoot that bitch
9523,0,Got a bitch so bad you can not afford to fuck
11085,0,I wish I had a reason to buy a suit for a wedding but clearly bitches dont know what those are
21326,0,Tf bitch do mine
23859,1,god i cant fucking stand waiters who bitch about people not tipping GET A REAL FUCKING JOB
21084,0,Sometimes I wake up on the ceiling  the floor  outside  near a trash can on your mom in Hollywood somewhere in a ally somewhere
6094,0,hiimkadie I would not know cause i do not fuck with these hoes
1033,0, RT Freegeezy My Co worker talking about what is my twitter name Oh no hoe you could never screen shot me to the boss
22467,0,Walked in wit a new bitch on me got niggas mad but I know it
21773,0,These hoes ai not loyallll
14395,0,RT BitchBeEasy niggas w bitch tendencieslt
19334,0,RT jazzyluvvsyou Chantel is not a side hoe bc apparently she is lesbian IM DONE WITH LIFE All these months hating her for no reason
24246,1,n if you following me too be messy your gonna die a slowly painful lonely ass death bitch 
20652,0,Seconds from the end what is it gonna be pull the trigger bitch
8108,3,Black people like ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity
20237,0,RT truudayyb Where would you get the beauty scar tough guy eating pussy  Scarface
21414,0,That niggah is me lol TMLT 
10142,0,I can not wait to turnup with my bitches  I miss them 
22700,0,When her pussy does not taste like pineapples httptcotWpgXXwbB
12446,1,Lil  yo in trouble for beatin a bitch showing the judge zero respect Lol brooklyn niggas and they temper
5549,3,assholeking pats owner is a kike
19781,1,RT ockfromdablock I would go crazy if these animals like them grabbed my mama like that I ai not going out like no bitch httptcosulNMnC
10567,0,I jus wanna smoke rub on a bitch booty n bump These Days
2098,0, She drippen vanillaaaaa  she know I am the pussy killaaaa  
6712,2,moneydriven ManyLouboutins glad about your uncle another stupid faggot off the world hopefully you next
6868,1,princesshil if you hate men so much why you trying to look like one Stupid little cunt
1970,0, BEST ASIAN MASSAGE ON THE Brooklyn Park slope TOP RATED SPA    httptcoyRfdaIooYZ
17831,0,RT TrapJesus RT StrangePintura  RT TheRealTenski She went all the way to Home Depot just to take a sink pic I hate you hoes http
7270,0,wboundurant like I said drose needs to stop being a pussy lol
2795,0,CayMarieee bitch you NOT either bye 
9748,0,He sound like a bitch
4498,0,RealNiggaSherm bitch
22990,1,Would have liked some more backup but I can handle myself against a gang of retards
23917,0,hey new followers waving welcome ion be talking bout shyt tho just retarded ass thoughts that pop up in my head
15132,0,RT EvanBecker whattheflocka zooyorkinit bitch We could have went to als But NOOOOOOOO 
1877,0,pskinny That hoe gone jam watch if you ai not throwing ass bitch fuck out the party 
22884,0,Why hella bitches act like they got everything they have on they own like no bitch you had some form of assistance
20235,1,RT trix ZitlalyL VicManzan he is a beaner not a nigga
16442,0,RT MichalaSmith shout out to the faggots who took a million and one selfies on my phone  zzachbarness michealallen httptco
17529,0,RT TM  RT LizzsLockeroom Watching a bird poop on your car after you just got it washed httptcokAiIVUPh
18981,0,RT eternalhbic if u got cotton mouth u can eat my pussy
5402,0,fullawhite rt me to wey I went to the job interview high then a bitch Straight stanking like dank haha eyes red then a hoe
24175,0,lock that bitch too keep the heat out RT MsMarrie SHUT THE FRONT DOOR
17479,0,RT SunSentinel The SunSentinel Editorial Board endorses Charlie Crist for governor  Better for Floridians httptcotzYBZlQ http
18052,0,RT WhenARapperSaid When Tyler the Creator said Rape a pregnant bitch and tell my friends I had a threesome httptcoZkvwfKd
13413,2,No Its wrong to try to change faggotsgt There is no therapy so tcot should understand and sympathize like they are retardsgt
20712,0,She actin like a hoe i dont want her id rather just smoke my marijuana
20285,0,RT vexedmentals draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati
13632,0,One big school full of fake bitches
4317,0,OLEVertyBstard Yankee noodle is fucking awesome ya bastard
6138,1,iamJAYUNO shuddup hoe
8760,0,"Do we love these hoes

  
   
    
   
  "
24745,0,yo bitch look like a boogawolf
12017,0,Its uno shawty id drop my imaginary hoes 
1053,0, RT UBoyRock  these hoes selfish
11787,1,Imma knock the pussy out like fight night
14919,0,RT DamonIWantYou TVD and Theoriginals is the shows bad ass Vampires turn into spineless pussy is and little OOC bitches
286,0,YoungRicooo Sad knowing that most hoes will not fuck with you bc you ai not got stacks wait till friday
23253,0,You better pray to god I do not like yo bitch cause we might catch eyes and she might get hit
19576,0,RT lordemusic i am so pleased and proud to have been announced the sole curator of the soundtrack for MOCKINGJAY  PART 
6935,1,riwhey I am just kidding I am not a fucking faggot
7752,0,And of course some rascally teabagger on the radio is blaming the  dead AZ firefighters on biggovernment Oy vey tcot p teaparty
21552,0,The family of Ron ONeal needs to sue WuTang for that trash song they released in his name
20231,0,"RT trillest i wish they made a hoe fax 
id be like show me the hoe fax before dateing a girl "
21909,0,Thirsty bitchesltltltlt Not attractive
2797,0,CayMarieee oh bitch but you could not answer mine when I needed a paccage delivered to your house  So Fucc off 
1715,0,cbmarie I need to find is both a damn job whatevaittakes cbmarie needs to find a bitch a jobright
12441,0,Like that bitch Ernest or somebody
22867,1,Why do people use the eggplant Emoji in reference to a dick If your dick is purple with a green top see a doctor bruh
1838,0,lifeofbrandon  we will be togetheryu gt a job hoe
6693,2,mimiswagnotes You are an ignorant cunt
16076,0,RT Krislisisms Grow up bitch
5300,0,DRACHEOFFICIAL I have tried I always hit ALTF and eat Mega Stuffed Oreos because I can not figure out those programs lol
21756,0,These girls eyebrows make them look like  hoes walking down FIB
12695,0,"Macc amp Cheese 
Maccin these bitches amp Makin my Cheese"
8747,0,Dis nicca DBScooch went in on dat I Keep tryin
16674,0,RT NoChillPaz The only girls that care about being a guys WCW are hoes
7912,0,Bad bitches an good weed
17437,0,RT SteveStfler Anytime a girl asks you for help tell that bitch to ask Channing Tatum since that is her MCM
3137,1,EvanBecker TriggaPlease MorbidMermaid zooyorkinit ShayisdaBOMB Rainbowblake they can see this dumbass nigger
14014,0,RT YUNGSIMMIE I hate a lying ass bitch
24302,0,o unpunished This has been the view for many thousands of years in civilised and uncivilised society
2215,0, was like Blocked bitch NoBeeetch Do not start bdoulaoblongata They are blocking us in Ferguson httptcoymPzHmzUxG
2675,0,BrendaGisselCA I am not Mexican enough for the real beaners yet too Mexican for the Americanized beaners 
22824,0,Who would have known that Jesus will come back to the ghetto  on that level and that thorough like a black heroine
19938,0,RT ronele Getting ready for Nevada Hump Day nevadamuseum Real live camels ostriches and zebras  oh my VirginiaCity NevadaHumpDay 
24254,0,never have I seen a toddler chug a water bottle so fast lol
3141,0,EvanWhite jeremyhemsley really that is why we got side hoes 
16878,0,RT PbnRico Maury  years old and still exposing hoes 
10959,0,I think I will just eat this brownie and pass out
22589,0,What a fucking retard
9646,0,Hanging with daney and ari today   my bitches 
7562,0,All I ever want is for someone to love me as deeply and devotedly as Charlie Kelly loves the waitress
3950,0,LoLDyrus It is retarded Ignore the harlem shake fad and hope it goes away soon
4164,0,MorganSmith unfortunately you are correct sir  still eat shit and die though bitch 
11155,0,I would rather follow some girls on Instagram rather than have their bird brain tweets on my tl
2818,1,ChancellorIV naw Bryan said it was trash hotel so we are staying somewhere else
3057,0,DopeKorean lmfao putting on for twitter i see fat bitch
4117,2,MilesM shut up coon
5500,0,alishaserv thats wassup how u got bitches sending you booty pics tho lol
23834,1,fuck her rite in the pussy
21077,0,Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ai not even that deep
14570,0,RT CaNdYnVoDkA Not every nigga is pressed for pussyspecially yours
20849,0,Simple minded hoe
5897,0,eHarmoniee first second an third mistake i been hearing it wus trash thokinda wan give it a listen kinda dont
7332,2,xLoiterSquadx i made you lunch you fat faggot 
14052,0,RT TilInfinity If I wanted my ex back believe me I would fucking go get they ass  but I ai not bout to dig through the trash 
11434,0,I have been sleeping with my mom for the past few weeks and I swear this bitch is having sex dreams or something always moaning in her sleep
18884,0,RT digaveliavelife Lol I be eatin da shit outta sum pussy Ill never be a serial pussy eater tho
22266,0,Trust a bitch I can not wife a bitch I can not
615,1,You talk like a fag and your shit is retarded But that is cool scro lot is of tards out there living total kickass lives
307,0,allisonnamaya What should I name my cat ideas Mr pussy
12060,0,Jihadi pop music debates yo bro did you hear the latest Abu Yasser hit No bro Im totally an Abu Hajar fan UnderGroundCulture
4539,1,Rickym you bitch 
6036,0,goldnsilvercoin TheOregonianBoo RepBonamici God forbid She actually voted to give people affordable insurance rates That bitch teabag
8732,0,Die twice bitch DivaMonRoeuHoE Thank you  Cannon DivaMonRoeuHoE you are the filthiest hoe of all time httptcoJucIxpZ
323,0,deepthroatMike BoysSouth Take me for a ride  httptcoHmAtjYfGAredneck woof woof
10827,0,I really am always there for my bitches and they know that 
21534,0,The bitches behind me are so annoying
22546,2,Weed nigguh Retweet that
10236,0,I do not pity or hate faggots Sexual mutations are necessary side effect of evolution BUT PROLIFERATION at  is a sign humans fucked UP
3224,0,GDuenez ur one to talk bitch
5600,2,bellaangeletti no ud still be a fag if I was lolz
10550,0,I heard she pops pussy on the low
15078,0,RT DurtMcHurtt I just want to fuck bitches and listen to Conway Twitty
8551,0,Cruisin round the street in my  jockin the bitches slappin the hoes
15209,0,RT FlyoutChase When I saw men saying Arguing with women is gaywhat is when I knew yall really try hard for bitches attention who don
10215,0,"I do not have hoes 
Its a myth"
1531,0,StampDenise DJsirfreshley it is almost been  yrs You have not had ONE gf since u just been fckn hoes huh httptcoBGrk
22304,0,Twitter is trash
7103,0,swagarella and getting pedicures bitching bout their ex and going tanning is something a bitch does
5496,1,alexrojas yo fag Rojas
1840,0,lildoll grown mature pretty ampetc All that goes out the window when a bitch play with me
1689,0,yesKala It is so wonderful when you meet a dude that is not a bitch ass nigga these days  
21498,0,The Met Office has issued an amber warning of snowat least it is not a warning of amber snowPosh word for yellow
3045,0,Djlouis at my club ho 
19346,0,RT jennakimjones Dear Oreo What is this I hear about a Watermelon flavor KEEP YOUR FAKE FRUIT FLAVOR OUT OF MY CRISCO SANDWICHES Love
24205,0,march is about to get mad marchmadness collegehoops indiana iubb hoosiers
11676,0,If you think that the term redskins being offensive is a political issue you are ignorant
4156,2,MorbidMermaid I swear to god nigger you better still hang with me before work You got my hype
10739,0,I loved her as much and as long as I could ma niggah 
15636,1,RT ImSledgren Looking thru my yearbook I do not think I have done that since my graduationThis book got some hoe ass niggas in it I forgot
6308,0,justpriss I understand but stop venting on this bitch you give to much insight in to your life amp these people do not deserve that
5921,0,elisepalmer im assuming mickey bubbles
813,0,Yankees I went to Golds with Cruz in  when he was a Sound No upper lower body strength Hmm now  HR hitter Wo not say the S word
18598,0,RT awkwardposts Flirting with bitches on Twitter like httptcoeVQUYsbpO
18058,0,RT WhiteNiggaSwagg Hmmm is that a Ratchet hoe I smell
12051,0,Jenna stays pimpin these hoes
2004,0,ampamp when Tha bitches start hating  that is wen a bitch lost me 
22562,0,Well good morning early birds t minus  mins until thee clock out Then breakfast shower rub one and sleep
14335,0,RT BeardKW LMFAOOOOO RT RealRaymondJ Which one of yall toothless hoes made this  httptcoqYVrhLL
5359,1,TriggaPlease nigger hello
4009,0,MadameCurry what kind of hoe are you dressing up as
19259,0,RT intelwire Twitter is suspending the shit out of IS multiple iterations of new regional accounts opening today and suspended within ho
23659,0,bitches at rick is in justice tank tops tho
10864,1,I say KMichelle is manly because she does not act like a ladyShe is too foul at the mouth and violentI will have to beat the bitch
8906,3,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports
1091,0,AbstractLife NigelDixon SeanTHarrington Orton is trash idc he ai not been playing Trashlex Smith only sat out Kaep took his spot
4331,3,OfficialSkai dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot
13185,0,Nah fuck Bungie they ai not givng me nNO drops Stingy ass niggas RT CaratCutClarity You trash at destiny if you aint at least 
512,0,It is never too late to tag a bitch CyFyre
9486,1,Gonna surprise earl with a tranny Best  ever fucking spent Yes
5970,0,firemunky I said I am a vagina but not a fag Who HASNT seen that movie
19172,0,RT iGBBreezy Do not wife a hoe amp end up like these  httptcoLXddifeexw
24245,0,n I cant even enjoy the reg House Hunters which is  of my fav showsbecause I know House Hunters International bitch ass comes on next
1926,1,thekiddfranky I talk to any girl who paid over  for her sew in show me u Atleast got some type of boss bitch in you lol wth 
7491,0,Absolutely absurd that they even had to think about that call joke zebras
19937,0,RT rollieghost vivalajayxoxo Women would put up with very little love as long as the man have moneygross bitches be with broke abus
2470,1,Aram MarcoSpatula who invited this fag
23369,0,You like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique ayeeeee
16027,0,RT KingCuh stanleys TEEJONEZ damn cuh alu mohe my nigga just make sure you alu polosi ho nifo 
6507,1,kingxxlopez Lol me and MarcusDenton just sit there and make fun of him I can not stand that fag
285,1,YoungRicooo Happy birthday bitch nigga WexicanAfro Thanks pal
15382,0,RT GreshamMajor U tell us you fuckin barbarian RT TypoGawd Does pussy juice really help ya beard grow
24184,0,lol stupid ass bitch I do not fuck w you
557,0,Stop looking us and go eat some pussy you yuppie fucks
13992,0,RT BigMick Today I told a woman that she was the quintessential embodiment of sexual femininity How am I not drowning in pussy
22888,0,Why is it always the fat bitches talking shit
23096,0,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent
5799,0,danellep she going full retard right now smh
18256,0,RT BredDIFFERENT They on a bitch  yeah they want a bitch
5104,0,ViriBraceFacee was good my niggah lol
3817,0,KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here 
5147,0,WilliamFBrasky TheRandomBoner i feel the warm fuzzies
18106,0,RT XIIXX Only soo much a bitch can take
12868,1,Model bitches in the gym working on they fitness but it dont mean nothing cuz they still gon buy some titties
13669,2,Only faggots use white ds is
539,0,Only a couple of Red Sox have gotten past first base I am dying laughing Maybe the Yanks need to teach them some game
21832,0,These niggas designing these bitches they got zippers on hoes
14937,0,"RT DarrionDaDon Kobe That is why yo man want me hoe 
guy holding his face Omgod kobeshia shut up httptcoBfbfBVlVA"
15608,0,RT Ilovebamf I held you like a baby bird  and now you come at me like this These friends ai not loyal  httptcoWinZvfxdL
19460,0,RT koreyonaunique i hate messy females that live for mess like go sit down somewhere  go get classy hoe 
11470,0,Idgaf what u do to get it long as u go hard in that Sell drugs credit cards checks strip sell pussy whatever Jst d not b halfassed
14221,0,RT ArtAdame Your mcm is a lil bitch
6913,0,reganpate Idis dumb hoe
9114,0,First chick to bring me some hashbrowns from Waffle House right now will get her pussy ate
11897,0,It might be infected CutieNamedKitty Niggas would really turn that pussy down  Buggin
4664,0,Scottyplagues dancingxburrito ReganLeahhh come to the Davis show and celebrate with me you retard
14895,0,RT DaReaLNano Finding a female wo a hoe record is like tryna find a nigga wo a felony
2406,1,AlfieHeydrich Seen a pic of nigs robbing a store Caption saidprotesting gos on in Fergerson Lol I do not like pigs either but wtf
16673,0,RT NoChillPaz That bitch is dirty httptcogWvAnyKzoo
4050,0,Mattyfatass pussy
2043,1, I do not like when niggahs be like  where yo bitch at   Na I will check you on that idc who you is  mine you httptcoOPsTgZXk
8423,0,Charlie Daniels Goes Off on Satanic Evil httptcohaWjFavUz
12819,0,Meek do some nut shit one time he a bitch I guess yall forgot all the hoe shit Wale did on twitter oh ok 
20606,0,Same hoe said I could not get it tryna kick it
19254,1,RT infidelpamelaLC Mahammad was a bitch Cause I said so httptcowGypvuz
24676,0,when ya name gain weight ya ex bitches cant let go
3563,2,JRise GAnderson what do you want fag
11732,0,Im in mickey ds and he gone ask for a double cheese burger wit no cheese FOH
9009,0,Everyone liked evil me This me is a pussy Fuck compassion
17352,1,RT Sneakbo Man like Stormzy doing Hella things  I gotta take my hat off to that nig
1052,0, RT PrttyN wdNICK I think all dem hoes on LAHHH regularmy co worker was messing with Omarion bm 
17262,0,RT ShadyLadyHH When the rosecolored glasses come off and you still want to be there true love happens
1009,0, RT kiaaXO RT sweetbrexo Lmfao BeingMsDaisy WTF kinda pussy my mom think I got buying this shit  httptcouZvnXQFMFn
17867,0,RT TryHardTee davidam get downstairs and play me im fifa bitch
21465,1,That is why I tucked yo bitch u ignorant ass mother fucker
6623,2,mahH stfu white trash
812,0,Yankees I ai not complaining about the Royals win or lose game They showed heart AL ride or die No flex zone They earned it
10529,0,I have finally come to terms with the fact I am at my highest bitch level when I do not eat needaSnickersandapiece
6847,0,"politsoutherner leahmeyer 
Yeah I would want to shoot the son of a bitch myself LOL"
20226,0,RT treszTHEbest It is all they know RT SMCo you bitches never gonna b happy following these social sites
20859,0,Since you hoes wanna be childish  httptcoPvxPXnrZ
229,1,Samirahusic I do not want to have sex with my gf because I feel like I am using her  anonymous Whata faggot
4486,0,Ranae i can not why you up hoe 
5383,0,angieex Ik you were pussy
7214,1,tucsonchld lol you can only get in at Eden when you are  All the bitches there are fat
18767,0,RT chvmpagne I can not stand you I do not text first ass bitches
7366,0,yooocaly hahaha it makes sense hoe p
20216,0,RT transtrenda Okay okay but Trans birds
22252,0,Tracy Morgans car wreck and the press was covered by Zappa in the  isSome joker with a brownie and ye will see it all complete
14151,0,RT AllanSon I got gatorades Twinkies rice puddings Pringles and cookies 
21256,0,Sydney on this hoe asking dumb ass questions
22302,2,Twitter is for fags
3042,0,DizzyBala man both them get around a lot bunch of hoes
23519,0,Yup I officially do not like you You are a needy greedy bitch who needs to have it your way
1725,1,coffincreepxx WhatAreOllies niggah you friendzoned daaaaaaaam 
10282,0,I feel like I got bitch slapped by karma
1110,0,AriaunaDaVon Did I just start crying  bitch 
4764,1,SteveStockmanTX toddstarnes oh I see Part of a giant govt take over eh Stockboy you are a joke of a representative dumb teabagger
486,0,"I said i do not like it it tastes like wolf pussy 
what How do you even know what that tastes like"
22348,0,U serious bro lol RT CheezMoeJenkinz am early bird special
16656,0,RT NikoWavy Why ai not no single Fathers getting wished a Happy Mothers Day like yall do these bitches on Fathers Day
19562,0,RT liyyy yall females really be cool with cuffin hoe ass niggas  nope could not be me
23244,0,You are a bitch
194,0,MileyCyrus bitch could not kill my vibe if ya tried  dis why i love miley 
17962,0,RT VRTWxrkFlash Mac  lay on the floor like a matress yungchipotle Young based god came straight for the bitches
5795,0,daisymcgarr My knee will not let me wander around much so I just make a few trips and look at the fat girls redneck pornWalMart
21929,0,This being single shit is really trash especially when you ai not got nobody to text after midnight
13605,0,Omg chloe just pulled up to my house like come outside bitch  hella cray
19450,0,RT kitcoskjones im soooo over having a bitch it aint EVEN funny lbs
2658,1,BossmanCarl lmaooo naw nigga imma stay right in your mentions hoe
13948,0,Put a btch pussy on first 
7384,1,zTSupreme uncrfted yoPapichulo it doesnt matter if it was a joke the fact still remains that hes a faggot for pretending to be a girl
8296,0,"Calling these nasty hoes out 
Mrs Wells is too real httptcoDEnQkDswR"
18491,0,RT shorrtstop If you still put your pride in front of your feelings  Then yes bitch your still childish
12691,0,"MURDER HER RT RepMyCityX When u fuck with crazy bitches shit like this happens 
Feel bad for ol boy httptcoIjacWoOB"
19930,1,RT robdelaney Girl I wanna rip my dick off and throw it at your pussy
2915,1,Cuauhtli elchavaloko cafebabybull he is a cheating wetback
17661,0,RT TheFactsBook Twitter has a bird as its logo thats why when you join youre an egg and your home button is a birdhouse Why am I 
11798,0,In life you must ask yourselfare you a chosen one or a basic bitch letsbereal
1595,0,UntouchableT Ion care about none of these bitches
8126,0,"Bomb your house
Then fuck your bitch
All hail Al Qaeda"
19005,0,"RT firemunky RIP Tom Foley
RIP Greg Sikorskey
RIP Charlie Anaya
RIP Wells Crowther
RIP Andy Fredericks"
19866,0,RT pringlezXII Dont message me your number and tell me to text you I am not your bitch lol
15843,1,RT JoeCoolTVC You can not be a hoe saying that another girls a hoe Your both hoes it cancels each other out
10638,0,I know this one hoe on twitter right now that is catfishin shit 
17733,0,RT TheVoiceOfMiami Fellas Would you shit on a bitch if she asked you like that Biggie skit  I will take my dick and go home
23562,0,all these hoes sweating and chasing niggas on this show
18641,2,RT beethetranny can we please stop talking about how some scumbag faggots mugshot is sexy you dumb whores
3222,0,GStatus Them stop being a bitch and do it
17976,0,RT VersaceLaFlare everybody turning into assholes this year Look what youve bitches have done to us
24626,0,u sent nudes when ina relationship or nah JazmineJanay Her pussy bleeding or nah GraePharoah  httptcoWZPJfkr
720,1,HonestyHour in middle school hoes used to call me a Mandingo warrior
12846,0,Michigan is a big state The hoes on Twitter and Instagram make just it smaller
5981,0,fredabrahams BrownMoses I saw the actual tweet while scanning Jihadi accounts They put a screen shot of it with all aid workers r spies
10288,1,I feel like its gon be a homo revalution round dis bitch deez niggas expandin
24727,0,yall moms was hoes with no morals so i ai not surprised
19025,0,RT funnyorfact Real friends do not get offended when you call them bitch hoe or slut They smile and call you something more offensive
19807,0,RT ortizjaylene It is  and me and Bruno still up in this bitch lol
15871,0,"RT JstKeepScrollin Me fixing my car 
The fade this hoe gone catch  Pricless httptcoqMUumnC"
9570,0,Grandma Macon is a rinky dink mosquitofilled copinfested swamp LMAO
19071,0,RT guccii wtf was drake asking us to pull over so he can get my autograph bitch Im scheelp fuck you drake httptcoLzLJlhdvK
204,2,NotoriousBM WhitePonyJr Ariza is a snake and a coward but at least he is not a cripple like your hero Roach lmaoo
18006,0,RT WFUncleEllis My bitch sad lookin like a lack of funny
13165,1,N dat bitch sound like a man if dats ya grandma fucc yu too
13858,0,Play these hoes like the lottery
7726,1,And dis nicca still rapping
24709,0,wish I had a brownie or a dab to knock me out rn
6540,0,laceeybugg atleast i wipe my ass trashy bitch
4432,0,Pribski idgaf hoe
1472,0,PutYaHanOnIt TweetsNOchill Small titty bitches pierced nipples look like staples lmao
11065,0,I was with a bitch with a mustash for a year and a half Wtf is wrong itch me
12302,0,Ladies do yall shavewax before visiting ur OBGYN or let it grow out  because u do not wanna seem like a hoe
20349,0,RT wwwobert New avi thanks to b Oreo
5782,0,cubvn girls that want to hold on to they hoes and act like they can not show off they boyfriends
2041,1, I ai not trippen cause I like her anyways  she got a niggah and I got a girl but anyways  yea anyways 
17464,0,RT StuffKaySays I come off like a total bitch but if I like you I will literally do anything for you
9241,1,Fuck around wit me n my niggas n we will turn dis bitch inside out
1775,1,hippiescrub I can believe that wiz khalifa and that one bald bitch are getting divorced 
16203,0,RT LifeAsMeghan I only wear weave because I like it  A bitch got hair 
20654,0,See  ima stop  getting on this here Twitter arguing with you hoesstupidity is a trait that I DONT NOT FUCK WITH 
22629,1,What up fake ass hoe I am not gone fought you today Gimme my nigga hand back
16946,0,"RT PricelessKP It ain nun to cut dat bitch awf 

 Verizon"
19037,0,RT gatorhoops Illadvised slant call there
13610,0,Omg The cutest little tinker bell ever  httptcovDajfVlwyP httptcoYpTzOSIS
6792,0,ofhdirector Everybody look at this birdkilling wind mill lover 
20762,0,She the reason I am quick to dip out on a bitch
2977,0,DatBoyRayT bitch ass nigga Rico 
14995,0,RT DiandraSaysSo itzbreak like you have to be borderline retarded not to see andre  is elite skill level for example Yep This go
23397,1,You pussy nigga I see ya whiskers
12972,0,My bitch bad like Brittany but I wish I had Brittany
3310,2,GrizzboAdams wyattnuckels haha ight nig calm yoself
14234,2,RT AssholeOfDaYear Rudy Gay a faggot for not changing his last name once he got money
4301,0,Noworriezzzz basically we are mad at them for being hoes
21850,0,These smoking commercials be blowing me Like bitch it is yo fault yo child was premature should not have been smoking while you was pregnant
24447,0,some cunt go get me amber leaf and papers cani be arsed walking to nisa lazy
6315,0,justezzzee so wtf u tryna do bitch
15812,1,RT JimNorton Sterling is a cunt My point is simply until everyone has privately taped conversations released shut the fuck up
18349,0,RT TheBank Bacon over bitches
6204,0,jacksparenohoe hotter than a pussy in a pepper patchwho makes this shit up anyways
9025,0,Except dat Hazel nigga RT KingHov wdNICK I think all dem hoes on LAHHH regularI know I can hit all of em too
11739,1,Im married to a retard must be why we are so good together Nigga hunching me in his sleep
14034,1,RT ant down ass bitch RT NewsBreaker Aaron Hernandez is girlfriend lied to grand jury  times httptcokxdUKhtf
